S,Feedback,Sentiment,punctuation_removed,nltk_token,StopWords_Removed
941,I have tried these cables with my computer and my iPod and it works just fine.,Positive,I have tried these cables with my computer and my iPod and it works just fine,"['i', 'have', 'tried', 'these', 'cables', 'with', 'my', 'computer', 'and', 'my', 'ipod', 'and', 'it', 'works', 'just', 'fine']","['tried', 'cables', 'computer', 'ipod', 'works', 'fine']"
942,"The mic there is a joke, and the volume is quite low.",Negative,The mic there is a joke and the volume is quite low,"['the', 'mic', 'there', 'is', 'a', 'joke', 'and', 'the', 'volume', 'is', 'quite', 'low']","['mic', 'joke', 'volume', 'quite', 'low']"
943,I'm returning them.,Negative,Im returning them,"['im', 'returning', 'them']","['im', 'returning']"
944,I does not maintain a connection with the computer while it is on my lap.,Negative,I does not maintain a connection with the computer while it is on my lap,"['i', 'does', 'not', 'maintain', 'a', 'connection', 'with', 'the', 'computer', 'while', 'it', 'is', 'on', 'my', 'lap']","['maintain', 'connection', 'computer', 'lap']"
945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,Positive,It is easy to turn on and off when you are in the car and the volume controls are quite accessable,"['it', 'is', 'easy', 'to', 'turn', 'on', 'and', 'off', 'when', 'you', 'are', 'in', 'the', 'car', 'and', 'the', 'volume', 'controls', 'are', 'quite', 'accessable']","['easy', 'turn', 'car', 'volume', 'controls', 'quite', 'accessable']"
946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,Positive,I have had mine for about a year and this Christmas I bought some for the rest of the family,"['i', 'have', 'had', 'mine', 'for', 'about', 'a', 'year', 'and', 'this', 'christmas', 'i', 'bought', 'some', 'for', 'the', 'rest', 'of', 'the', 'family']","['mine', 'year', 'christmas', 'bought', 'rest', 'family']"
947,"Otherwise, easy to install and use, clear sound.",Positive,Otherwise easy to install and use clear sound,"['otherwise', 'easy', 'to', 'install', 'and', 'use', 'clear', 'sound']","['otherwise', 'easy', 'install', 'use', 'clear', 'sound']"
948,nice leather.,Positive,nice leather,"['nice', 'leather']","['nice', 'leather']"
949,I had to purchase a different case.,Negative,I had to purchase a different case,"['i', 'had', 'to', 'purchase', 'a', 'different', 'case']","['purchase', 'different', 'case']"
950,It is a joy to use.,Positive,It is a joy to use,"['it', 'is', 'a', 'joy', 'to', 'use']","['joy', 'use']"
951,Very much disappointed with this company.,Negative,Very much disappointed with this company,"['very', 'much', 'disappointed', 'with', 'this', 'company']","['much', 'disappointed', 'company']"
952,Very satisifed with that.,Positive,Very satisifed with that,"['very', 'satisifed', 'with', 'that']",['satisifed']
953,It didn't charge for me.,Negative,It didnt charge for me,"['it', 'didnt', 'charge', 'for', 'me']","['didnt', 'charge']"
954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,Positive,This is the phone to get for 2005 I just bought my S710a and all I can say is WOW,"['this', 'is', 'the', 'phone', 'to', 'get', 'for', '2005', 'i', 'just', 'bought', 'my', 's710a', 'and', 'all', 'i', 'can', 'say', 'is', 'wow']","['phone', 'get', '2005', 'bought', 's710a', 'say', 'wow']"
955,Buttons are too small.,Negative,Buttons are too small,"['buttons', 'are', 'too', 'small']","['buttons', 'small']"
956,Just reading on the specs alone makes you say WOW.,Positive,Just reading on the specs alone makes you say WOW,"['just', 'reading', 'on', 'the', 'specs', 'alone', 'makes', 'you', 'say', 'wow']","['reading', 'specs', 'alone', 'makes', 'say', 'wow']"
957,Love it.. Great armband.,Positive,Love it Great armband,"['love', 'it', 'great', 'armband']","['love', 'great', 'armband']"
958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,Positive,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic,"['i', 'really', 'like', 'this', 'product', 'over', 'the', 'motorola', 'because', 'it', 'is', 'allot', 'clearer', 'on', 'the', 'ear', 'piece', 'and', 'the', 'mic']","['really', 'like', 'product', 'motorola', 'allot', 'clearer', 'ear', 'piece', 'mic']"
959,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",Negative,However the keypads are so tinny that I sometimes reach the wrong buttons,"['however', 'the', 'keypads', 'are', 'so', 'tinny', 'that', 'i', 'sometimes', 'reach', 'the', 'wrong', 'buttons']","['however', 'keypads', 'tinny', 'sometimes', 'reach', 'wrong', 'buttons']"
960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,Positive,I exchanged the sony ericson z500a for this and Im pretty happy with that decision,"['i', 'exchanged', 'the', 'sony', 'ericson', 'z500a', 'for', 'this', 'and', 'im', 'pretty', 'happy', 'with', 'that', 'decision']","['exchanged', 'sony', 'ericson', 'z500a', 'im', 'pretty', 'happy', 'decision']"
961,I was very impressed with the price of the cases.,Positive,I was very impressed with the price of the cases,"['i', 'was', 'very', 'impressed', 'with', 'the', 'price', 'of', 'the', 'cases']","['impressed', 'price', 'cases']"
962,Also makes it easier to hold on to.,Positive,Also makes it easier to hold on to,"['also', 'makes', 'it', 'easier', 'to', 'hold', 'on', 'to']","['also', 'makes', 'easier', 'hold']"
963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",Positive,I use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great,"['i', 'use', 'this', 'product', 'in', 'a', 'motor', 'control', 'center', 'where', 'there', 'is', 'a', 'lot', 'of', 'high', 'voltage', 'humming', 'from', 'the', 'equipment', 'and', 'it', 'works', 'great']","['use', 'product', 'motor', 'control', 'center', 'lot', 'high', 'voltage', 'humming', 'equipment', 'works', 'great']"
964,It's pretty easy.,Positive,Its pretty easy,"['its', 'pretty', 'easy']","['pretty', 'easy']"
965,I cannot make calls at certain places.,Negative,I cannot make calls at certain places,"['i', 'can', 'not', 'make', 'calls', 'at', 'certain', 'places']","['make', 'calls', 'certain', 'places']"
966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",Negative,however my girl was complain that some time the phone doesnt wake up like normal phone does,"['however', 'my', 'girl', 'was', 'complain', 'that', 'some', 'time', 'the', 'phone', 'doesnt', 'wake', 'up', 'like', 'normal', 'phone', 'does']","['however', 'girl', 'complain', 'time', 'phone', 'doesnt', 'wake', 'like', 'normal', 'phone']"
967,Beautiful styling though.,Positive,Beautiful styling though,"['beautiful', 'styling', 'though']","['beautiful', 'styling', 'though']"
968,This company charge me a restocking fee and still not given me my refund back.,Negative,This company charge me a restocking fee and still not given me my refund back,"['this', 'company', 'charge', 'me', 'a', 'restocking', 'fee', 'and', 'still', 'not', 'given', 'me', 'my', 'refund', 'back']","['company', 'charge', 'restocking', 'fee', 'still', 'given', 'refund', 'back']"
969,I'm trying to return it for a refund.,Negative,Im trying to return it for a refund,"['im', 'trying', 'to', 'return', 'it', 'for', 'a', 'refund']","['im', 'trying', 'return', 'refund']"
970,I plugged it in only to find out not a darn thing worked.,Negative,I plugged it in only to find out not a darn thing worked,"['i', 'plugged', 'it', 'in', 'only', 'to', 'find', 'out', 'not', 'a', 'darn', 'thing', 'worked']","['plugged', 'find', 'darn', 'thing', 'worked']"
971,Excellent product.,Positive,Excellent product,"['excellent', 'product']","['excellent', 'product']"
972,Earbud piece breaks easily.,Negative,Earbud piece breaks easily,"['earbud', 'piece', 'breaks', 'easily']","['earbud', 'piece', 'breaks', 'easily']"
973,Lousy product.,Negative,Lousy product,"['lousy', 'product']","['lousy', 'product']"
974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,Negative,This phone tries very hard to do everything but fails at its very ability to be a phone,"['this', 'phone', 'tries', 'very', 'hard', 'to', 'do', 'everything', 'but', 'fails', 'at', 'its', 'very', 'ability', 'to', 'be', 'a', 'phone']","['phone', 'tries', 'hard', 'everything', 'fails', 'ability', 'phone']"
975,It is the best charger I have seen on the market yet.,Positive,It is the best charger I have seen on the market yet,"['it', 'is', 'the', 'best', 'charger', 'i', 'have', 'seen', 'on', 'the', 'market', 'yet']","['best', 'charger', 'seen', 'market', 'yet']"
976,SWEETEST PHONE!!!,Positive,SWEETEST PHONE,"['sweetest', 'phone']","['sweetest', 'phone']"
977,":-)Oh, the charger seems to work fine.",Positive,Oh the charger seems to work fine,"['oh', 'the', 'charger', 'seems', 'to', 'work', 'fine']","['oh', 'charger', 'seems', 'work', 'fine']"
978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,Positive,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal,"['it', 'fits', 'so', 'securely', 'that', 'the', 'ear', 'hook', 'does', 'not', 'even', 'need', 'to', 'be', 'used', 'and', 'the', 'sound', 'is', 'better', 'directed', 'through', 'your', 'ear', 'canal']","['fits', 'securely', 'ear', 'hook', 'even', 'need', 'used', 'sound', 'better', 'directed', 'ear', 'canal']"
979,Not enough volume.,Negative,Not enough volume,"['not', 'enough', 'volume']","['enough', 'volume']"
980,Echo Problem....Very unsatisfactory,Negative,Echo ProblemVery unsatisfactory,"['echo', 'problemvery', 'unsatisfactory']","['echo', 'problemvery', 'unsatisfactory']"
981,you could only take 2 videos at a time and the quality was very poor.,Negative,you could only take 2 videos at a time and the quality was very poor,"['you', 'could', 'only', 'take', '2', 'videos', 'at', 'a', 'time', 'and', 'the', 'quality', 'was', 'very', 'poor']","['could', 'take', '2', 'videos', 'time', 'quality', 'poor']"
982,don't waste your money.,Negative,dont waste your money,"['dont', 'waste', 'your', 'money']","['dont', 'waste', 'money']"
983,I am going to have to be the first to negatively review this product.,Negative,I am going to have to be the first to negatively review this product,"['i', 'am', 'going', 'to', 'have', 'to', 'be', 'the', 'first', 'to', 'negatively', 'review', 'this', 'product']","['going', 'first', 'negatively', 'review', 'product']"
984,Adapter does not provide enough charging current.,Negative,Adapter does not provide enough charging current,"['adapter', 'does', 'not', 'provide', 'enough', 'charging', 'current']","['adapter', 'provide', 'enough', 'charging', 'current']"
985,"There was so much hype over this phone that I assumed it was the best, my mistake.",Negative,There was so much hype over this phone that I assumed it was the best my mistake,"['there', 'was', 'so', 'much', 'hype', 'over', 'this', 'phone', 'that', 'i', 'assumed', 'it', 'was', 'the', 'best', 'my', 'mistake']","['much', 'hype', 'phone', 'assumed', 'best', 'mistake']"
986,You also cannot take pictures with it in the case because the lense is covered.,Negative,You also cannot take pictures with it in the case because the lense is covered,"['you', 'also', 'can', 'not', 'take', 'pictures', 'with', 'it', 'in', 'the', 'case', 'because', 'the', 'lense', 'is', 'covered']","['also', 'take', 'pictures', 'case', 'lense', 'covered']"
987,Phone falls out easily.,Negative,Phone falls out easily,"['phone', 'falls', 'out', 'easily']","['phone', 'falls', 'easily']"
988,"It didn't work, people can not hear me when I talk.",Negative,It didnt work people can not hear me when I talk,"['it', 'didnt', 'work', 'people', 'can', 'not', 'hear', 'me', 'when', 'i', 'talk']","['didnt', 'work', 'people', 'hear', 'talk']"
989,The text messaging feature is really tricky to use.,Negative,The text messaging feature is really tricky to use,"['the', 'text', 'messaging', 'feature', 'is', 'really', 'tricky', 'to', 'use']","['text', 'messaging', 'feature', 'really', 'tricky', 'use']"
990,I'm really disappointed all I have now is a charger that doesn't work.,Negative,Im really disappointed all I have now is a charger that doesnt work,"['im', 'really', 'disappointed', 'all', 'i', 'have', 'now', 'is', 'a', 'charger', 'that', 'doesnt', 'work']","['im', 'really', 'disappointed', 'charger', 'doesnt', 'work']"
991,Painful on the ear.,Negative,Painful on the ear,"['painful', 'on', 'the', 'ear']","['painful', 'ear']"
992,Lasted one day and then blew up.,Negative,Lasted one day and then blew up,"['lasted', 'one', 'day', 'and', 'then', 'blew', 'up']","['lasted', 'one', 'day', 'blew']"
993,disappointed.,Negative,disappointed,['disappointed'],['disappointed']
994,Kind of flops around.,Negative,Kind of flops around,"['kind', 'of', 'flops', 'around']","['kind', 'flops', 'around']"
995,The screen does get smudged easily because it touches your ear and face.,Negative,The screen does get smudged easily because it touches your ear and face,"['the', 'screen', 'does', 'get', 'smudged', 'easily', 'because', 'it', 'touches', 'your', 'ear', 'and', 'face']","['screen', 'get', 'smudged', 'easily', 'touches', 'ear', 'face']"
996,What a piece of junk.. I lose more calls on this phone.,Negative,What a piece of junk I lose more calls on this phone,"['what', 'a', 'piece', 'of', 'junk', 'i', 'lose', 'more', 'calls', 'on', 'this', 'phone']","['piece', 'junk', 'lose', 'calls', 'phone']"
